question_id,reasoning_correct,revise_correct,revise_helpful,policy_v5,policy_v6,policy_v7,correct_if_v5,correct_if_v6,correct_if_v7,cost_v5,cost_v6,cost_v7,oracle_decision,correct_if_oracle,cost_oracle,unified_confidence_score
test/counting_and_probability/1114.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.4075
test/intermediate_algebra/623.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.865
test/algebra/1004.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.8049999999999999
test/intermediate_algebra/47.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.26
test/prealgebra/192.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6675000000000001
test/intermediate_algebra/1849.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.6375000000000001
test/algebra/1035.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6375000000000001
test/algebra/2700.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.34750000000000003
test/intermediate_algebra/2046.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6375000000000001
test/algebra/893.json,0,1,1,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,0,0,2,1,1,direct_plus_revise,1,2,0.26
test/geometry/353.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.3725
test/prealgebra/307.json,1,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.7275
test/algebra/567.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.5708333333333334
test/algebra/892.json,0,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,0,0,0,1,1,1,reasoning_greedy,0,1,0.675
test/number_theory/357.json,0,1,1,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,0,0,2,1,1,direct_plus_revise,1,2,0.26
test/prealgebra/1761.json,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.4375
test/algebra/2023.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6375000000000001
test/counting_and_probability/377.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.34750000000000003
test/algebra/873.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6375000000000001
test/prealgebra/1646.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.5375000000000001
test/precalculus/34.json,1,1,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,reasoning_greedy,1,1,0.6375000000000001
test/intermediate_algebra/662.json,0,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,0,0,0,1,1,1,reasoning_greedy,0,1,0.56
test/prealgebra/105.json,1,0,0,direct_plus_revise,reasoning_greedy,direct_plus_revise,0,1,0,2,1,2,reasoning_greedy,1,1,0.46249999999999997
test/prealgebra/1924.json,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,reasoning_greedy,1,1,0.29000000000000004
test/precalculus/1300.json,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,reasoning_greedy,0,1,0.28500000000000003
