regime,question_id,reasoning_correct,revise_correct,revise_helpful,safe_cheap,both_wrong,unnecessary_revise_candidate,method_best_label,policy_v5,policy_v6,policy_v7,correct_if_v5,correct_if_v6,correct_if_v7,cost_v5,cost_v6,cost_v7,prompt_number_count,prompt_token_length,target_quantity_type,multi_stepness_proxy,explicit_constraint_presence,relational_wording_presence,special_structure_presence,final_answer_parseable,body_final_numeric_mismatch,target_quantity_mismatch,constraint_violation_signal,copied_question_number_as_final_answer,cheap_route_confidence,explanation_warning_signal,answer_error_signal,v6_answer_error_score_raw,v6_explanation_warning_score_raw
gsm8k_random_100,gsm8k_test_28,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,3.0,39.0,time,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_29,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,1,1,2,1,2,1.0,60.0,difference,0,1,1,0,1,1,0,1,0,0,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_30,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,4.0,24.0,total,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_31,1,1,0,1,0,1,reasoning_greedy,reasoning_greedy,direct_plus_revise,direct_plus_revise,1,1,1,1,2,2,3.0,49.0,difference,0,0,1,1,1,0,0,0,0,1,0,1,2.0,0.0
gsm8k_random_100,gsm8k_test_32,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,2.0,33.0,rate_or_unit,1,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_33,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,2.0,20.0,other,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_34,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,3.0,28.0,other,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_35,1,1,0,1,0,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,5.0,33.0,total,0,0,0,1,1,0,0,0,1,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_36,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,4.0,26.0,money,1,1,0,1,1,0,0,0,1,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_37,0,0,0,0,1,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,direct_plus_revise,0,0,0,2,1,2,5.0,49.0,rate_or_unit,1,1,1,1,1,1,0,0,1,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_38,1,1,0,1,0,1,reasoning_greedy,reasoning_greedy,reasoning_greedy,direct_plus_revise,1,1,1,1,1,2,3.0,34.0,time,0,0,0,1,1,1,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_39,0,1,1,0,0,0,direct_plus_revise,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,1.0,65.0,rate_or_unit,0,0,0,1,1,0,0,0,0,0,0,1,3.0,0.0
gsm8k_random_100,gsm8k_test_40,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,1.0,31.0,time,0,0,0,1,1,0,0,0,0,0,0,1,1.0,0.0
gsm8k_random_100,gsm8k_test_41,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,1,1,2,1,2,2.0,95.0,other,0,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_42,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,3.0,65.0,rate_or_unit,0,1,1,1,1,0,0,1,0,1,0,1,4.0,0.0
gsm8k_random_100,gsm8k_test_43,1,1,0,1,0,1,reasoning_greedy,reasoning_greedy,reasoning_greedy,direct_plus_revise,1,1,1,1,1,2,5.0,41.0,rate_or_unit,0,1,0,1,1,1,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_44,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,4.0,48.0,rate_or_unit,1,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_45,1,1,0,1,0,1,reasoning_greedy,reasoning_greedy,reasoning_greedy,direct_plus_revise,1,1,1,1,1,2,4.0,79.0,rate_or_unit,1,1,0,1,1,1,0,0,0,0,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_46,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,3.0,70.0,rate_or_unit,0,0,1,1,1,0,0,1,0,1,0,1,2.0,0.0
gsm8k_random_100,gsm8k_test_47,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,3.0,36.0,rate_or_unit,1,1,1,1,1,0,1,0,0,1,0,1,2.0,0.0
gsm8k_random_100,gsm8k_test_48,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,2.0,31.0,rate_or_unit,0,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_49,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,4.0,31.0,rate_or_unit,0,0,0,1,1,0,0,0,1,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_50,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,2.0,29.0,rate_or_unit,0,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_51,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,4.0,36.0,rate_or_unit,0,1,0,1,1,0,0,0,1,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_52,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,6.0,45.0,rate_or_unit,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_53,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,5.0,78.0,rate_or_unit,0,0,1,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_54,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,1,1,2,1,2,2.0,63.0,other,0,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_55,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,3.0,29.0,remaining_or_left,0,0,1,0,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_56,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,3.0,37.0,money,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_57,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,3.0,60.0,rate_or_unit,0,0,1,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_58,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,4.0,55.0,total,0,1,0,1,1,0,0,0,1,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_59,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,3.0,24.0,rate_or_unit,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_60,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,4.0,26.0,other,0,0,0,1,1,0,0,0,1,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_61,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,3.0,42.0,money,1,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_62,0,0,0,0,1,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,5.0,46.0,rate_or_unit,0,0,0,1,1,0,0,0,1,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_63,1,1,0,1,0,1,reasoning_greedy,reasoning_greedy,reasoning_greedy,direct_plus_revise,1,1,1,1,1,2,2.0,59.0,rate_or_unit,0,1,0,1,1,1,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_64,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,3.0,79.0,other,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_65,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,3.0,39.0,time,1,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_66,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,1.0,50.0,rate_or_unit,0,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_67,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,2.0,39.0,other,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_68,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,2.0,28.0,rate_or_unit,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_69,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,4.0,40.0,total,0,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_70,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,5.0,36.0,rate_or_unit,0,0,0,1,1,0,0,0,1,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_71,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,1.0,37.0,time,0,0,0,1,1,0,1,0,0,1,0,1,2.0,0.0
gsm8k_random_100,gsm8k_test_72,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,4.0,35.0,money,0,1,0,0,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_73,1,1,0,1,0,1,reasoning_greedy,reasoning_greedy,reasoning_greedy,direct_plus_revise,1,1,1,1,1,2,4.0,31.0,rate_or_unit,1,0,0,1,1,1,0,0,1,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_74,1,1,0,1,0,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,6.0,77.0,rate_or_unit,0,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_75,0,0,0,0,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,0,0,0,1,1,1,2.0,55.0,rate_or_unit,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_76,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,4.0,70.0,rate_or_unit,0,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_77,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,2.0,38.0,difference,0,0,1,0,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_78,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,5.0,31.0,money,1,0,0,0,1,0,0,0,0,0,0,1,1.0,0.0
gsm8k_random_100,gsm8k_test_79,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,2.0,32.0,money,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_80,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,4.0,26.0,rate_or_unit,0,1,1,1,1,0,0,0,1,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_81,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,5.0,46.0,remaining_or_left,1,1,1,0,1,0,0,0,1,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_82,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,3.0,22.0,difference,0,0,1,0,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_83,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,3.0,22.0,rate_or_unit,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_84,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,2.0,18.0,difference,1,1,1,0,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_85,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,2.0,70.0,rate_or_unit,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_86,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,1,1,2,1,2,0.0,78.0,total,0,0,0,1,1,1,0,1,0,0,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_87,0,0,0,0,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,0,0,0,1,1,1,3.0,64.0,rate_or_unit,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_88,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,2.0,23.0,total,1,1,0,0,1,0,1,0,0,1,0,1,2.0,0.0
gsm8k_random_100,gsm8k_test_89,0,0,0,0,1,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,0,0,2,1,1,5.0,35.0,rate_or_unit,0,1,0,1,1,0,0,0,1,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_90,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,3.0,72.0,money,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_91,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,0.0,30.0,total,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_92,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,5.0,38.0,time,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_93,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,6.0,54.0,time,0,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_94,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,1.0,44.0,rate_or_unit,0,0,1,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_95,1,1,0,1,0,1,reasoning_greedy,reasoning_greedy,reasoning_greedy,direct_plus_revise,1,1,1,1,1,2,6.0,29.0,other,0,0,0,1,1,1,0,0,1,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_96,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,3.0,25.0,difference,0,0,1,1,1,0,0,0,0,1,0,0,0.0,0.0
gsm8k_random_100,gsm8k_test_97,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,2.0,41.0,rate_or_unit,1,1,0,1,1,1,1,1,0,0,0,1,2.0,0.0
gsm8k_random_100,gsm8k_test_98,0,1,1,0,0,0,direct_plus_revise,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,6.0,76.0,remaining_or_left,0,1,1,1,1,1,0,1,0,1,0,1,2.0,0.0
gsm8k_random_100,gsm8k_test_99,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,4.0,63.0,rate_or_unit,1,0,0,1,1,0,0,1,1,1,0,1,4.0,0.0
hard_gsm8k_100,gsm8k_test_1166,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,12.0,78.0,difference,0,1,1,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1011,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,9.0,106.0,remaining_or_left,0,0,1,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_936,1,1,0,1,0,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,11.0,83.0,rate_or_unit,1,1,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_183,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,1,1,2,1,2,8.0,102.0,rate_or_unit,0,1,0,1,1,1,0,0,1,1,1,0,0.0,4.0
hard_gsm8k_100,gsm8k_test_505,0,1,1,0,0,0,direct_plus_revise,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,0,0,2,1,1,13.0,76.0,money,1,1,0,0,1,0,0,0,0,0,0,1,1.0,0.0
hard_gsm8k_100,gsm8k_test_410,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,10.0,65.0,rate_or_unit,1,1,1,1,1,0,0,1,1,1,0,1,4.0,0.0
